TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;9.49;;-3.92;1.3;0.45;30.29;-1.09;-25.3;-90.94;-165.78;-72.55;1.03;0.99;-3.49;-0.53;0.55;-33.11;-11.37;-1.98;0.34;0.65;0.45;0.13;;1740903.41;7.32;-2.42;-0.01;1122598824
ABCB4;18.99;6.35;5.46;0.79;0.08;31.62;25.25;19.35;4.19;4.25;;;1.06;3.47;-0.08;1.5;14.5;1.45;;0.1;0.9;0.07;18.7;12.95;11905863.56;23.98;3.48;0.37;4293451341
ABEV3;12.29;6.2;13.56;2.28;1.45;49.95;21.5;17.26;10.89;10.71;-0.47;-0.1;2.34;956.91;-1.96;1.01;16.78;10.71;18.2;0.64;0.35;0.62;10.72;14.46;317770536.9;5.4;0.91;2.5;1.93615E+11
ADHM3;1.56;;-4.09;-1.29;105.12;100;-13548.48;-18860.61;-5.69;-5.69;0;;770.9;-1.43;-116.16;0;-31.47;-2571.9;22.61;-81.72;82.72;0.14;;;;-1.21;-0.38;-0.58;25439770.2
AERI3;0.78;;-5.6;0.71;0.19;13.03;9.37;-3.59;2.15;5.58;3.38;1.11;0.2;0.79;-0.49;1.63;-12.65;-3.35;9.83;0.27;0.73;0.93;;;5385316.62;1.1;-0.14;0;597646495.7
AESB3;10.22;;42.44;1.4;0.31;34.55;27.4;4.68;7.25;17.19;9.82;1.89;1.99;3.65;-0.39;1.64;3.29;0.73;4.29;0.22;0.73;0.16;;;22184492.03;7.32;0.24;-0.61;6151697118
AFLT3;7.7;3.41;15.85;1.86;1.55;57.31;45.58;44.72;15.56;14.55;-0.38;-0.05;7.09;15.92;-1.93;1.98;11.71;9.8;10.57;0.84;0.16;0.22;24.96;19.61;15174.81;4.15;0.49;-0.21;485752190
AGRO3;24.03;13.22;9.19;1.12;0.7;30.76;21.55;20.98;8.95;10.79;1.67;0.21;1.93;3.44;-1.14;2.14;12.22;7.65;8.56;0.63;0.37;0.36;27.22;16.28;21947702.05;21.4;2.62;-0.19;2467483159
AGXY3;3.81;1.04;-3.31;0.62;0.07;12.38;3.9;-1.77;1.5;3.66;2.15;0.88;0.06;1.33;-0.36;1.08;-18.62;-2.24;13.29;0.12;0.88;1.27;;;262281.82;6.18;-1.15;0;650843208.1
AHEB3;16;;1.82;15.94;0.37;35.19;21.45;15.93;1.36;1.03;-0.32;-3.79;0.29;2.79;-0.64;1.46;873.55;20.39;683.71;0.02;0.98;1.28;20.77;;3642.5;1;8.77;0;136782554
AHEB5;16.59;;1.89;16.53;0.39;35.19;21.45;15.93;1.41;1.03;-0.32;-3.79;0.3;2.89;-0.67;1.46;873.55;20.39;683.71;0.02;0.98;1.28;20.77;;2203;1;8.77;0;136782554
AHEB6;17.02;;1.94;16.95;0.4;35.19;21.45;15.93;1.44;1.03;-0.32;-3.79;0.31;2.96;-0.69;1.46;873.55;20.39;683.71;0.02;0.98;1.28;20.77;;1702;1;8.77;0;136782554
ALLD3;5.46;6.48;8.11;0.33;0.14;13.77;3.6;1.16;2.62;3.85;1.2;0.15;0.09;0.52;-0.46;1.65;4.1;1.75;7.52;0.43;0.57;1.51;14.71;27.14;122628.67;16.44;0.67;-0.15;508984377.7
ALPA3;7.96;;-23.84;1.02;0.7;42.24;-7.11;-5.67;-19;-22.31;-3.27;0.18;1.35;3.1;-1.12;2.5;-4.3;-2.94;-6.09;0.68;0.32;0.52;2.36;;23596.79;7.77;-0.33;0.17;5375336011
ALPA4;7.78;;-23.3;1;0.68;42.24;-7.11;-5.67;-18.57;-22.31;-3.27;0.18;1.32;3.03;-1.1;2.5;-4.3;-2.94;-6.09;0.68;0.32;0.52;2.36;;39154497.51;7.77;-0.33;0.16;5375336011
ALPK3;4.2;;-7.03;2.46;0.34;29.43;9.95;-10.37;7.32;17.23;9.89;3.32;0.73;-3.1;-0.4;0.6;-34.95;-4.79;6.2;0.14;0.86;0.46;3.17;;614410.64;1.71;-0.6;0.25;900591396.6
ALSC3;27.75;;38.57;2.2;1.2;75.71;65.32;27.78;16.41;14.85;-1.56;-0.21;10.72;9.41;-1.43;5.39;5.69;3.12;11.21;0.55;0.44;0.11;2.54;19.34;;12.64;0.72;0.58;5694242308
ALSO3;23.33;2.22;4.18;0.91;0.47;101.46;315.02;172.55;2.29;2;-0.29;-0.12;7.21;10.12;-0.53;1.87;21.84;11.36;26.95;0.52;0.44;0.07;25.65;87.46;113335999.6;25.57;5.58;0;13389948087
ALUP11;28.21;5.96;11.31;1.15;0.31;76.94;72.93;23.99;3.72;7.7;3.93;1.22;2.71;2.78;-0.38;2.44;10.19;2.7;9.59;0.27;0.61;0.11;20.04;18.11;20558228.87;24.49;2.5;-0.39;8597239203
ALUP3;9.39;5.96;11.29;1.15;0.31;76.94;72.93;23.99;3.71;7.7;3.93;1.22;2.71;2.78;-0.38;2.44;10.19;2.7;9.59;0.27;0.61;0.11;20.04;18.11;110723.87;8.16;0.83;-0.39;8597239203
ALUP4;9.44;5.93;11.35;1.16;0.31;76.94;72.93;23.99;3.73;7.7;3.93;1.22;2.72;2.8;-0.38;2.44;10.19;2.7;9.59;0.27;0.61;0.11;20.04;18.11;178287.95;8.16;0.83;-0.39;8597239203
AMAR3;2.7;;-0.37;0.61;0.07;37.33;-10.87;-19.59;-0.67;-4.34;-3.8;3.46;0.07;-44.99;-0.13;1;-163.84;-18.69;-18.84;0.11;0.89;0.95;-0.89;;3131313.18;4.44;-7.27;0;185135171.4
AMBP3;14.19;0.95;-13.98;1.5;0.15;23.53;17.72;-2.54;2;7.51;5.4;4.05;0.35;0.5;-0.28;2.75;-10.75;-1.06;7.48;0.1;0.84;0.42;83.52;;20829103.15;9.44;-1.02;0.07;1602555994
AMER3;0.77;;16.2;0.05;0.02;30.68;4.18;0.15;0.59;8.25;7.64;0.59;0.02;0.08;-0.03;1.84;0.28;0.1;1.24;0.35;0.65;0.65;21.42;;7454489.38;16.74;0.05;-0.42;694947717.3
ANDG3B;28.82;;59.95;2.23;1.88;47.12;179.06;45.82;15.34;8.6;0.93;0.13;27.47;-25.32;-1.93;0.26;3.71;3.14;12.68;0.85;0.15;0.07;10.22;-38.09;;12.94;0.48;-0.78;1651867986
ANDG4B;0;;0;0;0;47.12;179.06;45.82;0;8.6;0.93;0.13;0;0;0;0.26;3.71;3.14;12.68;0.85;0.15;0.07;10.22;-38.09;;12.94;0.48;0;1651867986
ANIM3;2.72;;-10.01;0.43;0.11;57.41;10.29;-3.02;2.94;14.21;11.14;1.62;0.3;8.38;-0.14;1.07;-4.26;-1.09;-0.38;0.26;0.7;0.36;27.79;;27818262.44;6.39;-0.27;0.15;1098523150
APER3;32.38;1;14.04;0.78;0.5;100;9.07;9.31;14.41;11.49;-3.11;-0.17;1.31;20.26;-0.65;1.12;5.57;3.6;3.59;0.65;0.35;0.39;22.9;;895954.21;41.37;2.31;0.04;371726738.9
APTI3;197.64;;-0.16;0.02;0.01;94.43;-97.83;-52.08;-0.08;-0.46;0.54;-0.11;0.08;0.02;-0.01;6.4;-10.9;-4.82;-22.96;0.44;0.56;0.09;4.07;;;11599.68;-1264.69;0;44442750
APTI4;3500;;-2.77;0.3;0.13;94.43;-97.83;-52.08;-1.47;-0.46;0.54;-0.11;1.44;0.36;-0.24;6.4;-10.9;-4.82;-22.96;0.44;0.56;0.09;4.07;;;11599.68;-1264.69;0;44442750
ARML3;12.28;1.25;26.65;3.62;1.13;48.4;34.24;14.07;10.96;14.96;3.54;1.17;3.75;5.55;-1.64;2.9;13.57;4.24;11.42;0.31;0.69;0.3;;;7945873.05;3.4;0.46;0.43;4249076983
ARZZ3;58.8;2.71;17.64;2.34;1.2;53.36;10.78;8.03;13.15;14.36;0.7;0.12;1.42;6.11;-2.45;1.63;13.29;6.81;12.78;0.51;0.48;0.85;25.49;19.09;100841857.7;25.08;3.33;-1.24;6526165313
ASAI3;11.13;0.78;13.95;3.78;0.38;16.44;5.06;1.85;5.11;8.34;2.97;2.2;0.26;-5.11;-0.56;0.81;27.09;2.76;17.32;0.1;0.9;1.49;;;161317606.1;2.95;0.8;-0.44;15041789222
ATMP3;3.28;;0.08;-0.25;0.05;-22.72;-46.86;258.67;-0.45;-1.88;-1.43;;0.21;-0.1;-0.07;0.3;-305.71;64.77;-588.68;-0.21;1.21;0.25;-16.95;;207639.79;-13.18;40.3;0;87609967.68
ATOM3;1.9;16.86;20.48;2.33;1.59;94.22;5.18;8.23;32.54;19.33;-13.21;-0.94;1.69;1.67;-71.23;34.11;11.36;7.75;4.23;0.68;0.32;0.94;;-11.48;12876.08;0.82;0.09;-0.27;45229306.2
AURA33;32.75;4.34;10.6;1.44;0.62;36.27;23.68;11.46;5.13;6.52;1.39;0.39;1.21;9.82;-0.92;1.24;13.62;5.84;12.85;0.43;0.57;0.51;32.13;63.49;1487337.67;22.68;3.09;-0.24;2316815565
AURE3;13.26;11.31;4.28;0.9;0.4;21.03;27.6;52.7;8.18;8.59;0.27;0.03;2.26;2.73;-0.56;2.12;20.94;9.38;5.22;0.45;0.55;0.18;;;49695267.49;14.79;3.1;0;13260000000
AVLL3;4.3;;-0.24;-0.24;0.09;26.7;-77.39;-151.33;-0.47;-4.13;-3.64;;0.36;-0.15;-0.12;0.32;-99.81;-36.22;-46.92;-0.36;1.36;0.24;19.61;;3523.88;-18.05;-18.01;-0.01;123045415.9
AZEV3;1.97;;-3.84;1.54;0.3;8.06;-12.68;-8.98;-2.72;-3.38;-0.63;0.35;0.34;-2.73;-0.51;0.79;-40.11;-7.78;-73.14;0.19;0.81;0.87;43.23;;2527134.54;1.28;-0.51;0.01;182881066.8
AZEV4;1.96;;-3.82;1.53;0.3;8.06;-12.68;-8.98;-2.7;-3.38;-0.63;0.35;0.34;-2.72;-0.51;0.79;-40.11;-7.78;-73.14;0.19;0.81;0.87;43.23;;6040175;1.28;-0.51;0.01;182881066.8
AZUL4;12.79;;-9.97;-0.82;0.94;19.58;10.89;-9.23;8.46;13.73;11.3;;0.92;-1.33;-1.29;0.28;-8.24;-9.47;75.25;-1.15;2.15;1.03;15.41;;160365191;-15.56;-1.28;0.31;4451989356
B3SA3;11.2;3.63;15.61;3.17;1.38;85.58;52.07;39.68;11.9;11.94;-0.52;-0.14;6.19;10.52;-2.1;1.62;20.33;8.85;12.3;0.44;0.56;0.22;22.44;26.36;450099819.2;3.53;0.72;-2.44;65172800000
BAHI3;8.58;;-2.56;3.49;0.35;42.87;-8.43;-23.65;-7.18;-12.48;-5.31;2.58;0.61;-1.12;-0.38;0.19;-136.46;-13.69;-15.52;0.1;0.88;0.58;56.84;;24570.75;2.46;-3.35;-0.14;226431193.6
BALM3;11;1.96;134.75;0.76;0.43;58.39;9.82;0.44;6.01;4.24;-1.5;-0.19;0.59;0.95;-1.44;2.92;0.56;0.32;6.55;0.57;0.42;0.74;8.44;3.46;2001.65;14.53;0.08;-1.39;102900000
BALM4;10;2.16;122.5;0.69;0.4;58.39;9.82;0.44;5.47;4.24;-1.5;-0.19;0.54;0.86;-1.31;2.92;0.56;0.32;6.55;0.57;0.42;0.74;8.44;3.46;9812.18;14.53;0.08;-1.27;102900000
BAUH4;70.9;1.71;-96.87;3.86;2.29;21.55;3.82;-1.82;46.17;43.94;-2.23;-0.19;1.76;30.29;-4.17;1.2;-3.98;-2.36;-3.45;0.59;0.41;1.3;3.33;;14837.56;18.39;-0.73;0.67;370255539.8
BAZA3;80.99;6.58;3.63;0.83;0.11;29.18;53.1;34.41;2.36;2.27;;;1.25;2.75;-0.12;;22.87;3.06;;0.13;0.87;0.09;17.64;80.88;419792.67;97.45;22.28;0.08;4540162932
BBAS3;48.8;9.42;4.3;0.86;0.07;32.03;16.16;12.35;3.29;3.37;;;0.53;2.32;-0.07;12.76;20.01;1.57;;0.08;0.92;0.13;9.97;25.08;410258453.9;56.75;11.36;0.1;1.39832E+11
BBDC3;12.49;7.34;8.16;0.8;0.07;31.88;6.19;7.37;9.71;10.57;;;0.6;0.89;-0.08;7.16;9.78;0.87;;0.09;0.91;0.12;8.37;-0.96;76540639.59;15.64;1.53;-0.24;1.42801E+11
BBDC4;14.35;7.02;9.38;0.92;0.08;31.88;6.19;7.37;11.16;10.57;;;0.69;1.03;-0.09;7.16;9.78;0.87;;0.09;0.91;0.12;8.37;-0.96;452960823.4;15.64;1.53;-0.28;1.42801E+11
BBML3;3936.42;;48754.69;149535.6;154.1;6.84;2.69;0.2;3576.72;3586.4;9.67;404.48;96.25;-869.12;-250.59;0.68;306.71;0.32;5.37;0;1;1.6;41.29;1.17;;0.03;0.08;-384.83;1.60452E+11
BBSE3;30.95;11.26;8.62;6.92;3.65;;;;7.52;7.62;;;;-516.87;-5.35;0.98;80.32;42.31;;0.53;0.47;0;;12.15;138026945.1;4.47;3.59;0.19;61900000000
BDLL3;10;;0.29;-0.11;0.03;-48.56;-81.27;144.73;-0.52;-5.54;-5.06;;0.42;-2.14;-0.05;0.98;-38.84;8.78;-337.02;-0.23;1.23;0.06;-27.58;;4295.86;-88.93;34.54;0;15007192
BDLL4;9;;0.26;-0.1;0.02;-48.56;-81.27;144.73;-0.46;-5.54;-5.06;;0.38;-1.93;-0.04;0.98;-38.84;8.78;-337.02;-0.23;1.23;0.06;-27.58;;4129.47;-88.93;34.54;0;15007192
BEEF11;3.62;;6.26;5.36;0.11;19.56;7.51;1.21;1.01;5.66;3.54;18.78;0.08;0.56;-0.27;1.5;85.67;1.77;14.51;0.02;0.95;1.46;20.68;;;0.67;0.58;-0.12;4621426727
BEEF3;7.61;7.24;13.16;11.28;0.23;19.56;7.51;1.21;2.13;5.66;3.54;18.78;0.16;1.18;-0.56;1.5;85.67;1.77;14.51;0.02;0.95;1.46;20.68;;79589924.36;0.67;0.58;-0.24;4621426727
BEES3;8.61;7.28;8.3;1.34;0.07;26.39;8.82;6.42;6.05;6.24;;;0.53;0.71;-0.08;;16.14;0.85;;0.05;0.95;0.13;12.53;14.38;102960.08;6.43;1.04;-1.67;2788784281
BEES4;9.42;6.66;9.08;1.47;0.08;26.39;8.82;6.42;6.62;6.24;;;0.58;0.78;-0.09;;16.14;0.85;;0.05;0.95;0.13;12.53;14.38;31883.03;6.43;1.04;-1.83;2788784281
BFRE11;0;;0;0;0;30.45;173.79;145.79;0;;;;0;0;0;;9.24;8.32;;0.9;0.09;0.06;;12.75;;297220.36;27456.07;0;
BFRE12;0;;0;0;0;30.45;173.79;145.79;0;;;;0;0;0;;9.24;8.32;;0.9;0.09;0.06;;12.75;;297220.36;27456.07;0;
BGIP3;27.06;8.29;7.42;0.77;0.05;35.65;5.57;5.27;7.01;6.45;;;0.39;-0.36;-0.1;0.76;10.32;0.71;;0.07;0.93;0.14;8.79;-6.36;34773.47;35.35;3.65;0.3;411407023.3
BGIP4;21.61;11.42;5.93;0.61;0.04;35.65;5.57;5.27;5.6;6.45;;;0.31;-0.28;-0.08;0.76;10.32;0.71;;0.07;0.93;0.14;8.79;-6.36;20086.47;35.35;3.65;0.24;411407023.3
BHIA3;0.48;;-0.99;0.25;0.03;30.67;1.83;-3.76;2.03;16.05;13.93;1.7;0.04;-0.31;-0.06;0.79;-25.05;-3.5;-4.45;0.14;0.86;0.93;3.76;;80980552.38;1.94;-0.49;-0.01;1140998675
BIDI11;10.4;;-238.07;1.08;0.23;50.04;-13.62;-5.22;-91.21;-91.21;;;12.42;;-0.24;;-0.45;-0.1;;0.22;0.78;0.02;5.8;;;9.67;-0.04;0.13;8991139765
BIDI3;3.4;;-233.49;1.06;0.23;50.04;-13.62;-5.22;-89.46;-91.21;;;12.19;;-0.24;;-0.45;-0.1;;0.22;0.78;0.02;5.8;;;3.22;-0.01;0.12;8991139765
BIDI4;3.41;;-234.18;1.06;0.23;50.04;-13.62;-5.22;-89.72;-91.21;;;12.22;;-0.24;;-0.45;-0.1;;0.22;0.78;0.02;5.8;;;3.22;-0.01;0.12;8991139765
BIOM3;4.66;;-4.69;3.43;1.21;15.66;-64.63;-72.57;-5.26;-6.7;-1.39;0.91;3.4;8.89;-1.92;1.59;-73.28;-25.89;-28.34;0.35;0.65;0.36;299.61;;26401.05;1.36;-0.99;1.16;415207509.8
BLAU3;16.19;2.97;9.32;1.55;1.16;44.32;26.97;23.07;7.97;7.72;-0.41;-0.08;2.15;2.69;-2.7;4.14;16.63;12.47;13.37;0.75;0.25;0.54;;;7837786;10.45;1.74;-16.28;2904387872
BLUT3;5.14;;-5.63;0.46;0.14;;;;-6.17;-4.91;-1.59;0.12;;-1.08;-0.14;0;-8.15;-2.46;-6.65;0.3;0.7;0;;;;11.21;-0.91;0.2;14115600.06
BLUT4;1.52;;-1.66;0.14;0.04;;;;-1.82;-4.91;-1.59;0.12;;-0.32;-0.04;0;-8.15;-2.46;-6.65;0.3;0.7;0;;;;11.21;-0.91;0.06;14115600.06
BMEB3;13.34;5.15;6.28;1;0.08;51.41;6.14;5.24;5.36;5.17;;;0.33;0.71;-0.09;;15.91;1.26;;0.08;0.92;0.24;5.94;25.14;4530.61;13.35;2.12;0.57;1345684415
BMEB4;12.01;6.29;5.65;0.9;0.07;51.41;6.14;5.24;4.82;5.17;;;0.3;0.64;-0.08;;15.91;1.26;;0.08;0.92;0.24;5.94;25.14;185052.26;13.35;2.12;0.51;1345684415
BMGB4;2.32;6.26;10.49;0.33;0.03;36.06;-1.6;1.83;-11.99;-12.15;;;0.19;;-0.03;;3.17;0.29;;0.09;0.91;0.16;19.34;59.92;1095777.9;6.97;0.22;0.48;1353099194
BMIN3;23.92;5.05;12.31;0.86;0.45;57.6;30.85;24.12;9.62;9.16;;;2.97;47.23;-0.45;;6.95;3.63;;0.52;0.48;0.15;16.78;;8955.5;27.95;1.94;0.17;109787350
BMIN4;15.99;7.55;8.23;0.57;0.3;57.6;30.85;24.12;6.43;9.16;;;1.98;31.57;-0.3;;6.95;3.63;;0.52;0.48;0.15;16.78;;8203.69;27.95;1.94;0.11;109787350
BMKS3;305;18.95;5.16;0.7;0.6;26.67;51.94;153.94;15.3;-1.34;-16.9;-0.77;7.95;0.82;-2.59;25.52;13.56;11.71;0.78;0.86;0.14;0.08;2.51;27.32;35014.11;435.49;59.07;0.08;138698750
BMOB3;12.24;1.83;11.74;1;0.8;23.63;7.12;6.69;11.03;5.68;-5.63;-0.51;0.79;1.69;-2.29;3.71;8.53;6.84;4.13;0.8;0.2;1.02;;;7079724.15;12.22;1.04;0.38;1064925190
BNBR3;92;3.85;3.56;0.81;0.12;45.79;43.39;25.87;2.12;2.12;;;0.92;1.96;-0.13;;22.64;3.34;;0.15;0.85;0.13;8.76;25.53;17587;114.18;25.85;0.09;7946174688
BOAS3;7.95;3.2;15.22;1.83;1.7;56.53;19.25;32.39;25.6;18.69;-6.92;-0.5;4.93;3.34;-3.8;12.37;12.04;11.16;4.65;0.93;0.07;0.34;8.81;74.34;53310276.5;4.34;0.52;5.59;4212250618
BOBR3;0;;0;0;0;38.55;14.92;5.23;0;2.51;1.67;;0;0;0;0.76;-66.43;9.15;68.84;-0.14;1.14;1.75;6.05;-9.3;;-0.45;0.3;0;195402194.6
BOBR4;1.59;;5.32;-3.54;0.49;38.55;14.92;5.23;1.87;2.51;1.67;;0.28;-3.35;-0.92;0.76;-66.43;9.15;68.84;-0.14;1.14;1.75;6.05;-9.3;46142.74;-0.45;0.3;-0.03;195402194.6
BPAC11;30.24;2.46;13.8;2.48;0.3;21.01;23.15;19.46;11.6;11.94;;;2.69;9.55;-3.36;1.04;18;2.16;;0.12;0.88;0.11;46;32.4;278873012.9;12.18;2.19;0.36;1.15982E+11
BPAC3;14.04;1.77;19.22;3.46;0.41;21.01;23.15;19.46;16.16;11.94;;;3.74;13.3;-4.67;1.04;18;2.16;;0.12;0.88;0.11;46;32.4;71878.05;4.06;0.73;0.5;1.15982E+11
BPAC5;8.02;3.1;10.98;1.98;0.24;21.01;23.15;19.46;9.23;11.94;;;2.14;7.6;-2.67;1.04;18;2.16;;0.12;0.88;0.11;46;32.4;53454.08;4.06;0.73;0.29;1.15982E+11
BPAN4;7.2;3.49;15.11;1.26;0.16;51.82;4.78;4.29;13.55;13.77;;;0.65;;-0.16;;8.36;1.08;;0.13;0.87;0.25;8.24;40.68;13710393.49;5.7;0.48;-0.9;9167034737
BPAR3;182.07;1.7;7.28;1.02;0.11;55.65;14.23;8.39;4.3;4.3;;;0.61;1.27;-0.12;;14.01;1.56;;0.11;0.89;0.19;4.66;0.56;;178.47;25;0.3;1733606633
BPAT33;44.05;;6.98;0.66;0.09;51.56;21.77;5.61;1.8;1.8;;;0.39;;-0.12;;9.46;1.35;;0.14;0.86;0.24;14.99;-18.89;;66.71;6.31;-0.11;1533769021
BPHA3;0.62;;0.06;-0.24;0.99;98.02;1029.99;13896.67;0.8;1.66;0.85;;8.28;-0.38;-1.18;0.06;-402.5;1669.02;-36.75;-4.15;5.15;0.12;-68.85;;;-2.58;10.4;0;70110298.74
BRAP3;20.08;13.26;2.87;1.04;1.03;;;;2.96;2.96;-0.1;-0.03;;38.61;-1.07;4.7;36.31;36.05;35.19;0.99;0.01;0;;3.42;1103443;19.3;7.01;-0.05;8370429480
BRAP4;21.95;13.35;3.13;1.14;1.13;;;;3.23;2.96;-0.1;-0.03;;42.2;-1.17;4.7;36.31;36.05;35.19;0.99;0.01;0;;3.42;63335610.67;19.3;7.01;-0.06;8370429480
BRBI11;11.04;7.61;7.63;;0.12;4.9;6.09;3.95;4.95;41.22;36.07;;0.3;;-0.12;;;1.57;1.75;0;1;0.4;;;3368418.97;0;1.45;0.79;1159152572
BRBI3;0;;0;;0;4.9;6.09;3.95;0;41.22;36.07;;0;;0;;;1.57;1.75;0;1;0.4;;;;0;0.48;0;1159152572
BRBI4;0;;0;;0;4.9;6.09;3.95;0;41.22;36.07;;0;;0;;;1.57;1.75;0;1;0.4;;;;0;0.48;0;1159152572
BRFS3;10.52;;-5.16;1.93;0.33;15.12;-0.54;-6.32;-60.98;-117.88;-54.82;1.74;0.33;7.82;-0.58;1.1;-37.45;-6.31;-1.11;0.17;0.82;1;13.7;;242377955.9;5.44;-2.04;-0.04;17699618548
BRGE11;10.81;2.44;9.93;0.6;0.27;-4128.22;1241.02;2221.7;17.78;-16.08;-34.16;-1.16;220.65;0.72;-0.61;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;4354.56;17.89;1.09;0.08;809588108.4
BRGE12;10.85;;9.97;0.61;0.27;-4128.22;1241.02;2221.7;17.85;-16.08;-34.16;-1.16;221.47;0.72;-0.61;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;18545.64;17.89;1.09;0.08;809588108.4
BRGE3;11.02;;10.12;0.62;0.28;-4128.22;1241.02;2221.7;18.13;-16.08;-34.16;-1.16;224.94;0.74;-0.62;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;10054.84;17.89;1.09;0.08;809588108.4
BRGE5;10.96;2;10.07;0.61;0.27;-4128.22;1241.02;2221.7;18.03;-16.08;-34.16;-1.16;223.72;0.73;-0.61;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;2173.5;17.89;1.09;0.08;809588108.4
BRGE6;11;4.79;10.11;0.61;0.28;-4128.22;1241.02;2221.7;18.09;-16.08;-34.16;-1.16;224.53;0.73;-0.62;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;1900.08;17.89;1.09;0.08;809588108.4
BRGE7;10.82;2.84;9.94;0.6;0.27;-4128.22;1241.02;2221.7;17.8;-16.08;-34.16;-1.16;220.86;0.72;-0.61;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;7572.5;17.89;1.09;0.08;809588108.4
BRGE8;10.81;2.03;9.93;0.6;0.27;-4128.22;1241.02;2221.7;17.78;-16.08;-34.16;-1.16;220.65;0.72;-0.61;3.09;6.08;2.72;1.83;0.45;0.37;0;-31.54;9.39;12647.83;17.89;1.09;0.08;809588108.4
BRIN3;39.15;0.83;28.92;1.61;1.04;100;9.07;9.31;29.69;26.58;-3.11;-0.17;2.69;41.74;-1.35;1.12;5.57;3.6;3.59;0.65;0.35;0.39;21.03;;;24.28;1.35;0.08;765840711.6
BRIT3;3;1.08;11.07;0.93;0.44;46.33;22;10.83;5.45;8.7;3.03;0.52;1.2;4.13;-0.57;1.99;8.41;4.02;7.36;0.48;0.52;0.37;;;2324610.33;3.22;0.27;0;1347284748
BRIV3;10.56;1.5;9.28;0.55;0.04;17.73;4.57;2.97;6.02;6;;;0.28;0.21;-0.05;4.27;5.88;0.39;;0.07;0.93;0.13;20.48;15.2;8561.43;19.37;1.14;0.01;935270982.5
BRIV4;10.55;2.94;9.27;0.54;0.04;17.73;4.57;2.97;6.02;6;;;0.28;0.21;-0.05;4.27;5.88;0.39;;0.07;0.93;0.13;20.48;15.2;61214.88;19.37;1.14;0.01;935270982.5
BRKM3;17.46;;-4.09;1.92;0.16;4.41;-2.82;-4.17;-6.06;-15.69;-9.56;3.04;0.17;1.24;-0.26;1.49;-47;-3.86;-6.73;0.08;0.92;0.93;14.4;;782534.41;9.07;-4.26;0.03;13946891916
BRKM5;17.54;;-4.11;1.93;0.16;4.41;-2.82;-4.17;-6.09;-15.69;-9.56;3.04;0.17;1.25;-0.26;1.49;-47;-3.86;-6.73;0.08;0.92;0.93;14.4;;75435683.21;9.07;-4.26;0.03;13946891916
BRKM6;14.73;;-3.45;1.62;0.13;4.41;-2.82;-4.17;-5.11;-15.69;-9.56;3.04;0.14;1.05;-0.22;1.49;-47;-3.86;-6.73;0.08;0.92;0.93;14.4;;5174.92;9.07;-4.26;0.02;13946891916
BRML3;8.26;;10.65;0.6;0.38;88.95;74.08;42.5;6.11;7.71;1.6;0.16;4.53;20.27;-0.41;1.41;5.62;3.61;7.04;0.64;0.35;0.08;2.7;;113095545;13.79;0.78;0.29;6841542282
BRPR3;131.17;;-0.92;0.03;0.02;100;-179.65;-41.77;-0.21;-3.89;-3.68;0.56;0.38;0.09;-0.05;1.46;-3.56;-1.92;-12.17;0.54;0.46;0.05;-7.12;;7513701.3;4005.67;-142.49;0.01;60919545.44
BRQB3;0;;0;0;0;37;17.29;10.97;0;-0.66;-0.66;-0.46;0;0;0;2.33;44.48;22.68;39.27;0.51;0.48;2.07;19.62;112;;1.38;0.61;0;0
BRSR3;11.57;8.14;5.75;0.5;0.04;31.38;6.21;5.73;5.3;5.16;;;0.33;1.42;-0.04;2.81;8.61;0.7;;0.08;0.92;0.12;6.91;-5.56;94200.69;23.36;2.01;-0.45;4597254339
BRSR5;18.99;5.05;9.44;0.81;0.07;31.38;6.21;5.73;8.71;5.16;;;0.54;2.33;-0.07;2.81;8.61;0.7;;0.08;0.92;0.12;6.91;-5.56;2913.9;23.36;2.01;-0.74;4597254339
BRSR6;10.91;8.63;5.42;0.47;0.04;31.38;6.21;5.73;5;5.16;;;0.31;1.34;-0.04;2.81;8.61;0.7;;0.08;0.92;0.12;6.91;-5.56;22534974.15;23.36;2.01;-0.42;4597254339
BSEV3;9;;10.22;-10.84;0.78;26.77;17.92;5.55;3.17;5.46;2.3;;0.57;-1.59;-1.13;0.39;-106.05;7.59;30.9;-0.07;1.07;1.37;10.88;;;-0.83;0.88;-0.06;9183864834
